sentence,explicitness
"Somewhere high overhead, probably on the tower, I heard the voice of the Count calling in his harsh, metallic whisper.", 1
"His call seemed to be answered from far and wide by the howling of wolves.", 1
"Before many minutes had passed a pack of them poured, like a pent-up dam when liberated, through the wide entrance into the courtyard.", 1
"There was no cry from the woman, and the howling of the wolves was but short.", 1
"Before long they streamed away singly, licking their lips.", 1
"I could not pity her, for I knew now what had become of her child, and she was better dead.", 3
"What shall I do? what can I do?", 3
"How can I escape from this dreadful thing of night and gloom and fear?", 3
"When the sun grew so high this morning that it struck the top of the great gateway opposite my window, the high spot which it touched seemed to me as if the dove from the ark had lighted there.", 1
"My fear fell from me as if it had been a vaporous garment which dissolved in the warmth.", 1
"I must take action of some sort whilst the courage of the day is upon me.", 1
"Let me not think of it.", 1
"Action!", 1
"It has always been at night-time that I have been molested or threatened, or in some way in danger or in fear.", 1
"I have not yet seen the Count in the daylight.", 1
"Can it be that he sleeps when others wake, that he may be awake whilst they sleep?", 3
"But there is no possible way.", 1
"Yes, there is a way, if one dares to take it.", 3
"Where his body has gone why may not another body go?", 3
"I have seen him myself crawl from his window.", 1
"Why should not I imitate him, and go in by his window?", 3
"The chances are desperate, but my need is more desperate still.", 1
"I shall risk it.", 1
"At the worst it can only be death; and a man’s death is not a calf’s, and the dreaded Hereafter may still be open to me.", 1
"I have made the effort, and God, helping me, have come safely back to this room.", 1
"I must put down every detail in order.", 1
"The stones are big and roughly cut, and the mortar has by process of time been washed away between them.", 1
"I took off my boots, and ventured out on the desperate way.", 1
"I looked down once, so as to make sure that a sudden glimpse of the awful depth would not overcome me, but after that kept my eyes away from it.", 1
"The room was empty!", 1
"The only thing I found was a great heap of gold in one corner--gold of all kinds, Roman, and British, and Austrian, and Hungarian, and Greek and Turkish money, covered with a film of dust, as though it had lain long in the ground.", 1
"There, in one of the great boxes, of which there were fifty in all, on a pile of newly dug earth, lay the Count!", 1
"He was either dead or asleep, I could not say which--for the eyes were open and stony, but without the glassiness of death--and the cheeks had the warmth of life through all their pallor; the lips were as red as ever.", 1
"I bent over him, and tried to find any sign of life, but in vain.", 1
"By the side of the box was its cover, pierced with holes here and there.", 1
"Regaining my room, I threw myself panting upon the bed and tried to think....", 1
"To-day is the date of my last letter, and the Count has taken steps to prove that it was genuine, for again I saw him leave the castle by the same window, and in my clothes.", 1
"As he went down the wall, lizard fashion, I wished I had a gun or some lethal weapon, that I might destroy him; but I fear that no weapon wrought alone by man’s hand would have any effect on him.", 1
"I dared not wait to see him return, for I feared to see those weird sisters.", 1
"I came back to the library, and read there till I fell asleep.", 1
"I was awakened by the Count, who looked at me as grimly as a man can look as he said:--", 1
"“To-morrow, my friend, we must part.", 1
"You return to your beautiful England, I to some work which may have such an end that we may never meet.", 3
"Your letter home has been despatched; to-morrow I shall not be here, but all shall be ready for your journey.", 1
"Sincerity! It seems like a profanation of the word to write it in connection with such a monster, so asked him point-blank:--", 3
"“Why may I not go to-night?”", 1
"“Because, dear sir, my coachman and horses are away on a mission.”", 3
"“But I would walk with pleasure. I want to get away at once.”", 1
"He smiled, such a soft, smooth, diabolical smile that I knew there was some trick behind his smoothness.", 1
"“And your baggage?”", 3
"“I do not care about it. I can send for it some other time.”", 1
"The Count stood up, and said, with a sweet courtesy which made me rub my eyes, it seemed so real:--", 1
"“You English have a saying which is close to my heart, for its spirit is that which rules our boyars: ‘Welcome the coming; speed the parting guest.’", 3
"Come with me, my dear young friend.", 3
"Close at hand came the howling of many wolves.", 1
"It was almost as if the sound sprang up at the rising of his hand, just as the music of a great orchestra seems to leap under the bâton of the conductor.", 1
"To my intense astonishment I saw that it was unlocked.", 1
"Suspiciously, I looked all round, but could see no key of any kind.", 1
"As the door began to open, the howling of the wolves without grew louder and angrier; their red jaws, with champing teeth, and their blunt-clawed feet as they leaped, came in through the opening door.", 1
"I knew then that to struggle at the moment against the Count was useless.", 1
"With such allies as these at his command, I could do nothing.", 1
"But still the door continued slowly to open, and only the Count’s body stood in the gap.", 1
"Suddenly it struck me that this might be the moment and means of my doom; I was to be given to the wolves, and at my own instigation.", 1
"There was a diabolical wickedness in the idea great enough for the Count, and as a last chance I cried out:--", 1
"“Shut the door; I shall wait till morning!” and covered my face with my hands to hide my tears of bitter disappointment.", 1
"With one sweep of his powerful arm, the Count threw the door shut, and the great bolts clanged and echoed through the hall as they shot back into their places.", 1
"In silence we returned to the library, and after a minute or two I went to my own room.", 1
"The last I saw of Count Dracula was his kissing his hand to me; with a red light of triumph in his eyes, and with a smile that Judas in hell might be proud of.", 3
"When I was in my room and about to lie down, I thought I heard a whispering at my door.", 1
"I went to it softly and listened.", 1
"Unless my ears deceived me, I heard the voice of the Count:--", 1
"“Back, back, to your own place! Your time is not yet come. Wait! Have patience! To-night is mine. To-morrow night is yours!”", 3
"There was a low, sweet ripple of laughter, and in a rage I threw open the door, and saw without the three terrible women licking their lips.", 1
"As I appeared they all joined in a horrible laugh, and ran away.", 1
"I came back to my room and threw myself on my knees.", 1
"It is then so near the end?", 3
"To-morrow! to-morrow!", 1
"Lord, help me, and those to whom I am dear!", 1
"These may be the last words I ever write in this diary.", 1
"I slept till just before the dawn, and when I woke threw myself on my knees, for I determined that if Death came he should find me ready.", 1
"At last I felt that subtle change in the air, and knew that the morning had come.", 1
"Then came the welcome cock-crow, and I felt that I was safe.", 1
"With a glad heart, I opened my door and ran down to the hall.", 1
"I had seen that the door was unlocked, and now escape was before me.", 1
"With hands that trembled with eagerness, I unhooked the chains and drew back the massive bolts.", 1
"But the door would not move.", 1
"Despair seized me.", 1
"I pulled, and pulled, at the door, and shook it till, massive as it was, it rattled in its casement.", 1
"I could see the bolt shot.", 1
"It had been locked after I left the Count.", 1
"Then a wild desire took me to obtain that key at any risk, and I determined then and there to scale the wall again and gain the Count’s room.", 1
"He might kill me, but death now seemed the happier choice of evils.", 3
"Without a pause I rushed up to the east window, and scrambled down the wall, as before, into the Count’s room.", 1
"It was empty, but that was as I expected.", 1
"I could not see a key anywhere, but the heap of gold remained.", 1
"I went through the door in the corner and down the winding stair and along the dark passage to the old chapel.", 1
"I knew now well enough where to find the monster I sought.", 1
"The great box was in the same place, close against the wall, but the lid was laid on it, not fastened down, but with the nails ready in their places to be hammered home.", 1
"There lay the Count, but looking as if his youth had been half renewed, for the white hair and moustache were changed to dark iron-grey; the cheeks were fuller, and the white skin seemed ruby-red underneath; the mouth was redder than ever, for on the lips were gouts of fresh blood, which trickled from the corners of the mouth and ran over the chin and neck.", 1
"Even the deep, burning eyes seemed set amongst swollen flesh, for the lids and pouches underneath were bloated.", 1
"It seemed as if the whole awful creature were simply gorged with blood.", 1
"He lay like a filthy leech, exhausted with his repletion.", 1
"I shuddered as I bent over to touch him, and every sense in me revolted at the contact; but I had to search, or I was lost.", 1
"The coming night might see my own body a banquet in a similar way to those horrid three.", 1
"I felt all over the body, but no sign could I find of the key.", 1
"Then I stopped and looked at the Count.", 1
"There was a mocking smile on the bloated face which seemed to drive me mad.", 1
"This was the being I was helping to transfer to London, where, perhaps, for centuries to come he might, amongst its teeming millions, satiate his lust for blood, and create a new and ever-widening circle of semi-demons to batten on the helpless.", 1
"The very thought drove me mad.", 1
"A terrible desire came upon me to rid the world of such a monster.", 1
"There was no lethal weapon at hand, but I seized a shovel which the workmen had been using to fill the cases, and lifting it high, struck, with the edge downward, at the hateful face.", 1
"But as I did so the head turned, and the eyes fell full upon me, with all their blaze of basilisk horror.", 1
"The sight seemed to paralyse me, and the shovel turned in my hand and glanced from the face, merely making a deep gash above the forehead.", 1
"I thought and thought what should be my next move, but my brain seemed on fire, and I waited with a despairing feeling growing over me.", 1
"As I waited I heard in the distance a gipsy song sung by merry voices coming closer, and through their song the rolling of heavy wheels and the cracking of whips; the Szgany and the Slovaks of whom the Count had spoken were coming.", 1
"With a last look around and at the box which contained the vile body, I ran from the place and gained the Count’s room, determined to rush out at the moment the door should be opened.", 1
"With strained ears, I listened, and heard downstairs the grinding of the key in the great lock and the falling back of the heavy door.", 1
"There must have been some other means of entry, or some one had a key for one of the locked doors.", 3
"Then there came the sound of many feet tramping and dying away in some passage which sent up a clanging echo.", 1
"When I ran to push it open, I found that it was hopelessly fast.", 1
"I was again a prisoner, and the net of doom was closing round me more closely.", 1
"As I write there is in the passage below a sound of many tramping feet and the crash of weights being set down heavily, doubtless the boxes, with their freight of earth.", 1
"There is a sound of hammering; it is the box being nailed down.", 1
"Now I can hear the heavy feet tramping again along the hall, with many other idle feet coming behind them.", 1
"The door is shut, and the chains rattle; there is a grinding of the key in the lock; I can hear the key withdraw: then another door opens and shuts; I hear the creaking of lock and bolt.", 1
"I am alone in the castle with those awful women.", 1
"They are devils of the Pit!", 1
"I shall not remain alone with them; I shall try to scale the castle wall farther than I have yet attempted.", 1
"I shall take some of the gold with me, lest I want it later.", 1
"I may find a way from this dreadful place.", 1
"And then away for home! away to the quickest and nearest train!", 1
"At least God’s mercy is better than that of these monsters, and the precipice is steep and high.", 3
"At its foot a man may sleep--as a man.", 3
"Good-bye, all!", 1
"Mina!", 1
"Forgive my long delay in writing, but I have been simply overwhelmed with work.", 1
"The life of an assistant schoolmistress is sometimes trying.", 1
"I am longing to be with you, and by the sea, where we can talk together freely and build our castles in the air.", 1
"I have been working very hard lately, because I want to keep up with Jonathan’s studies, and I have been practising shorthand very assiduously.", 1
"When we are married I shall be able to be useful to Jonathan, and if I can stenograph well enough I can take down what he wants to say in this way and write it out for him on the typewriter, at which also I am practising very hard.", 1
"He and I sometimes write letters in shorthand, and he is keeping a stenographic journal of his travels abroad.", 1
"When I am with you I shall keep a diary in the same way.", 1
"I do not suppose there will be much of interest to other people; but it is not intended for them.", 3
"I may show it to Jonathan some day if there is in it anything worth sharing, but it is really an exercise book.", 1
"I am told that, with a little practice, one can remember all that goes on or that one hears said during a day.", 1
"I have just had a few hurried lines from Jonathan from Transylvania.", 1
"He is well, and will be returning in about a week.", 1
"I am longing to hear all his news.", 1
"It must be so nice to see strange countries.", 1
"I wonder if we--I mean Jonathan and I--shall ever see them together.", 1
"There is the ten o’clock bell ringing.", 1
"Tell me all the news when you write.", 1
"You have not told me anything for a long time.", 1
"I hear rumours, and especially of a tall, handsome, curly-haired man???", 3
"I must say you tax me very unfairly with being a bad correspondent.", 1
"Besides, I have nothing to tell you.", 3
"There is really nothing to interest you.", 3
"Town is very pleasant just now, and we go a good deal to picture-galleries and for walks and rides in the park.", 1
"As to the tall, curly-haired man, I suppose it was the one who was with me at the last Pop.", 1
"Some one has evidently been telling tales.", 3
"That was Mr. Holmwood.", 1
"He often comes to see us, and he and mamma get on very well together; they have so many things to talk about in common.", 1
"We met some time ago a man that would just do for you, if you were not already engaged to Jonathan.", 1
"He is an excellent parti, being handsome, well off, and of good birth.", 1
"He is a doctor and really clever.", 1
"Just fancy! He is only nine-and-twenty, and he has an immense lunatic asylum all under his own care.", 1
"Mr. Holmwood introduced him to me, and he called here to see us, and often comes now.", 1
"I think he is one of the most resolute men I ever saw, and yet the most calm.", 1
"He seems absolutely imperturbable.", 1
"I can fancy what a wonderful power he must have over his patients.", 1
"He has a curious habit of looking one straight in the face, as if trying to read one’s thoughts.", 1
"He tries this on very much with me, but I flatter myself he has got a tough nut to crack.", 3
"He says that I afford him a curious psychological study, and I humbly think I do.", 3
"Dress is a bore.", 1
"There, it is all out.", 1
"Mina, we have told all our secrets to each other since we were children; we have slept together and eaten together, and laughed and cried together; and now, though I have spoken, I would like to speak more.", 1
"Oh, Mina, couldn’t you guess?", 3
"I love him.", 1
"I am blushing as I write, for although I think he loves me, he has not told me so in words.", 1
"But oh, Mina, I love him; I love him; I love him!", 1
"There, that does me good.", 1
"I wish I were with you, dear, sitting by the fire undressing, as we used to sit; and I would try to tell you what I feel.", 1
"I do not know how I am writing this even to you.", 1
"I am afraid to stop, or I should tear up the letter, and I don’t want to stop, for I do so want to tell you all.", 1
"Mina, I must stop.", 1
"Good-night.", 1
"Bless me in your prayers; and, Mina, pray for my happiness.", 1
"I need not tell you this is a secret.", 3
"Good-night again.", 1
"Thanks, and thanks, and thanks again for your sweet letter.", 1
"It was so nice to be able to tell you and to have your sympathy.", 1
"My dear, it never rains but it pours.", 1
"How true the old proverbs are.", 1
"Isn’t it awful!", 3
"I feel sorry, really and truly sorry, for two of the poor fellows.", 1
"Oh, Mina, I am so happy that I don’t know what to do with myself.", 1
"And three proposals!", 1
"Well, I must tell you about the three, but you must keep it a secret, dear, from every one, except, of course, Jonathan.", 1
"A woman ought to tell her husband everything--don’t you think so, dear?--and I must be fair.", 1
"Men like women, certainly their wives, to be quite as fair as they are; and women, I am afraid, are not always quite as fair as they should be.", 3
"Well, my dear, number One came just before lunch.", 1
"He was very cool outwardly, but was nervous all the same.", 1
"He spoke to me, Mina, very straightforwardly.", 1
"He told me how dear I was to him, though he had known me so little, and what his life would be with me to help and cheer him.", 1
"Oh, Mina dear, I can’t help crying: and you must excuse this letter being all blotted.", 1
"My dear, I must stop here at present, I feel so miserable, though I am so happy.", 1
"Arthur has just gone, and I feel in better spirits than when I left off, so I can go on telling you about the day.", 1
"Well, my dear, number Two came after lunch.", 1
"He is such a nice fellow, an American from Texas, and he looks so young and so fresh that it seems almost impossible that he has been to so many places and has had such adventures.", 1
"Mr. Quincey P. Morris found me alone.", 1
"It seems that a man always does find a girl alone.", 3
"Well, he did look so good-humoured and so jolly that it didn’t seem half so hard to refuse him as it did poor Dr. Seward; so I said, as lightly as I could, that I did not know anything of hitching, and that I wasn’t broken to harness at all yet.", 1
"He really did look serious when he was saying it, and I couldn’t help feeling a bit serious too--I know, Mina, you will think me a horrid flirt--though I couldn’t help feeling a sort of exultation that he was number two in one day.", 1
"And then, my dear, before I could say a word he began pouring out a perfect torrent of love-making, laying his very heart and soul at my feet.", 1
"I suppose he saw something in my face which checked him, for he suddenly stopped, and said with a sort of manly fervour that I could have loved him for if I had been free:--", 1
"My dear Mina, why are men so noble when we women are so little worthy of them?", 3
"Why can’t they let a girl marry three men, or as many as want her, and save all this trouble?", 3
"But this is heresy, and I must not say it.", 1
"I am glad to say that, though I was crying, I was able to look into Mr. Morris’s brave eyes, and I told him out straight:--", 1
"“Yes, there is some one I love, though he has not told me yet that he even loves me.”", 1
"I was right to speak to him so frankly, for quite a light came into his face, and he put out both his hands and took mine--I think I put them into his--and said in a hearty way:--", 1
"That quite won me, Mina, for it was brave and sweet of him, and noble, too, to a rival--wasn’t it?--and he so sad; so I leant over and kissed him.", 1
"He wrung my hand, and taking up his hat, went straight out of the room without looking back, without a tear or a quiver or a pause; and I am crying like a baby.", 1
"Oh, why must a man like that be made unhappy when there are lots of girls about who would worship the very ground he trod on?", 3
"I know I would if I were free--only I don’t want to be free.", 1
"My dear, this quite upset me, and I feel I cannot write of happiness just at once, after telling you of it; and I don’t wish to tell of the number three until it can be all happy.", 1
"Oh, about number Three--I needn’t tell you of number Three, need I?", 3
"Besides, it was all so confused; it seemed only a moment from his coming into the room till both his arms were round me, and he was kissing me.", 1
"I am very, very happy, and I don’t know what I have done to deserve it.", 1
"I must only try in the future to show that I am not ungrateful to God for all His goodness to me in sending to me such a lover, such a husband, and such a friend.", 1
"Ebb tide in appetite to-day.", 1
"Since my rebuff of yesterday I have a sort of empty feeling; nothing in the world seems of sufficient importance to be worth the doing....", 1
"He is so quaint that I am determined to understand him as well as I can.", 1
"To-day I seemed to get nearer than ever before to the heart of his mystery.", 1
"In my manner of doing it there was, I now see, something of cruelty.", 1
"Hell has its price!", 3
"R. M. Renfield, ætat 59.--Sanguine temperament; great physical strength; morbidly excitable; periods of gloom, ending in some fixed idea which I cannot make out.", 1
"I presume that the sanguine temperament itself and the disturbing influence end in a mentally-accomplished finish; a possibly dangerous man, probably dangerous if unselfish.", 1
"What I think of on this point is, when self is the fixed point the centripetal force is balanced with the centrifugal; when duty, a cause, etc., is the fixed point, the latter force is paramount, and only accident or a series of accidents can balance it.", 1
"We’ve told yarns by the camp-fire in the prairies; and dressed one another’s wounds after trying a landing at the Marquesas; and drunk healths on the shore of Titicaca.", 1
"There are more yarns to be told, and other wounds to be healed, and another health to be drunk.", 1
"I have no hesitation in asking you, as I know a certain lady is engaged to a certain dinner-party, and that you are free.", 1
"There will only be one other, our old pal at the Korea, Jack Seward.", 1
"We promise you a hearty welcome, and a loving greeting, and a health as true as your own right hand.", 1
"We shall both swear to leave you at home if you drink too deep to a certain pair of eyes.", 3
"Count me in every time.", 1
"I bear messages which will make both your ears tingle.", 3
"Lucy met me at the station, looking sweeter and lovelier than ever, and we drove up to the house at the Crescent in which they have rooms.", 1
"This is a lovely place.", 1
"The little river, the Esk, runs through a deep valley, which broadens out as it comes near the harbour.", 1
"The houses of the old town--the side away from us--are all red-roofed, and seem piled up one over the other anyhow, like the pictures we see of Nuremberg.", 1 
"John Stuart Mill was born on 20th May 1806.", 1
"His exercise was taken in the form of walks with his father, during which the elder Mill lectured his son and examined him on his work.", 1
"Mill remained delicate throughout his life, but was endowed with that intense mental energy which is so often combined with physical weakness.", 1
"His youth was sacrificed to an idea; he was designed by his father to carry on his work; the individuality of the boy was unimportant.", 3
"A visit to the south of France at the age of fourteen, in company with the family of General Sir Samuel Bentham, was not without its influence.", 1
"It was a glimpse of another atmosphere, though the studious habits of his home life were maintained.", 1
"Moreover, he derived from it his interest in foreign politics, which remained one of his characteristics to the end of his life.", 1
"In 1823 he was appointed junior clerk in the Examiners' Office at the India House.", 1
"From that time forward his literary work was uninterrupted save by attacks of illness.", 1
"His industry was stupendous.", 1
"He wrote articles on an infinite variety of subjects, political, metaphysical, philosophic, religious, poetical.", 1
"He discovered Tennyson for his generation, he influenced the writing of Carlyle's French Revolution as well as its success.", 1
"And all the while he was engaged in studying and preparing for his more ambitious works, while he rose step by step at the India Office.", 1
"His Essays on Unsettled Questions in Political Economy were written in 1831, although they did not appear until thirteen years later.", 1
"In 1844 appeared the article on Michelet, which its author anticipated would cause some discussion, but which did not create the sensation he expected.", 1
"""Next year there were the ""Claims of Labour"" and ""Guizot,"" and in 1847 his articles on Irish affairs in the Morning Chronicle.""", 1
"These years were very much influenced by his friendship and correspondence with Comte, a curious comradeship between men of such different temperament.", 1
"In 1848 Mill published his Political Economy, to which he had given his serious study since the completion of his Logic.", 1
"The year 1856 saw him head of the Examiners' Office in the India House, and another two years brought the end of his official work, owing to the transfer of India to the Crown.", 1
"Liberty was published shortly after, as well as the Thoughts on Parliamentary Reform, and no year passed without Mill making important contributions on the political, philosophical, and ethical questions of the day.", 1
"Seven years after the death of his wife, Mill was invited to contest Westminster.", 1
"His feeling on the conduct of elections made him refuse to take any personal action in the matter, and he gave the frankest expression to his political views, but nevertheless he was elected by a large majority.", 1
"He was not a conventional success in the House; as a speaker he lacked magnetism.", 1
"But his influence was widely felt.", 1
"""For the sake of the House of Commons at large,"" said Mr. Gladstone, ""I rejoiced in his advent and deplored his disappearance.""", 1
"He did us all good.", 1
"After only three years in Parliament, he was defeated at the next General Election by Mr. W. H. Smith.", 1
"He retired to Avignon, to the pleasant little house where the happiest years of his life had been spent in the companionship of his wife, and continued his disinterested labours.", 1
"He completed his edition of his father's Analysis of the Mind, and also produced, in addition to less important work, The Subjection of Women, in which he had the active co-operation of his step-daughter.", 1
"A book on Socialism was under consideration, but, like an earlier study of Sociology, it never was written.", 1
"He died in 1873, his last years being spent peacefully in the pleasant society of his step-daughter, from whose tender care and earnest intellectual sympathy he caught maybe a far-off reflection of the light which had irradiated his spiritual life.", 1
"The circumstances under which John Stuart Mill wrote his Liberty are largely connected with the influence which Mrs. Taylor wielded over his career.", 1
"The dedication is well known.", 1
"It contains the most extraordinary panegyric on a woman that any philosopher has ever penned.", 1
"It is easy for the ordinary worldly cynicism to curl a sceptical lip over sentences like these.", 3
"The treatise on Liberty was written especially under her authority and encouragement, but there are many earlier references to the power which she exercised over his mind.", 1
"The acquaintance rapidly ripened into intimacy and the intimacy into friendship, and Mill was never weary of expatiating on all the advantages of so singular a relationship.", 1
"We shall hardly be wrong in attributing a much later book, The Subjection of Women, published in 1869, to the influence wielded by Mrs. Taylor.", 1
"The facts of this remarkable intimacy can easily be stated.", 1
"The deductions are more difficult.", 1
"There is no question that Mill's infatuation was the cause of considerable trouble to his acquaintances and friends.", 1
"His father openly taxed him with being in love with another man's wife.", 1
"Mrs. Taylor lived with her daughter in a lodging in the country; but in 1851 her husband died, and then Mill made her his wife.", 1
"Opinions were widely divergent as to her merits; but every one agreed that up to the time of her death, in 1858, Mill was wholly lost to his friends.", 1
"""George Mill, one of Mill's younger brothers, gave it as his opinion that she was a clever and remarkable woman, but ""nothing like what John took her to be.""", 1
"Carlyle, in his reminiscences, described her with ambiguous epithets.", 1
"""She was ""vivid,"" ""iridescent,"" ""pale and passionate and sad-looking, a living-romance heroine of the royalist volition and questionable destiny.""", 1
"""It is not possible to make much of a judgment like this, but we get on more certain ground when we discover that Mrs. Carlyle said on one occasion that ""she is thought to be dangerous,"" and that Carlyle added that she was worse than dangerous, she was patronising.""", 1
"The manuscript of the first volume of the French Revolution had been lent to Mill, and was accidentally burnt by Mrs. Mill's servant.", 1
"Mill and his wife drove up to Carlyle's door, the wife speechless, the husband so full of conversation that he detained Carlyle with desperate attempts at loquacity for two hours.", 1
"But Dr. Garnett tells us, in his Life of Carlyle, that Mill made a substantial reparation for the calamity for which he was responsible by inducing the aggrieved author to accept half of the £200 which he offered.", 1
"Mrs. Mill, as I have said, died in 1858, after seven years of happy companionship with her husband, and was buried at Avignon.", 1
"The inscription which Mill wrote for her grave is too characteristic to be omitted:--", 1
"These lines prove the intensity of Mill's feeling, which is not afraid of abundant verbiage; but they also prove that he could not imagine what the effect would be on others, and, as Grote said, only Mill's reputation could survive these and similar displays.", 3
"Every one will judge for himself of this romantic episode in Mill's career, according to such experience as he may possess of the philosophic mind and of the value of these curious but not infrequent relationships.", 1
"It may have been a piece of infatuation, or, if we prefer to say so, it may have been the most gracious and the most human page in Mill's career.", 1
"Mrs. Mill may have flattered her husband's vanity by echoing his opinions, or she may have indeed been an Egeria, full of inspiration and intellectual helpfulness.", 1
"Thus both parties to the happy contract are equally pleased.", 1
"The abstract truth gets the concrete illustration; the concrete illustration finds its proper foundation in a series of abstract inquiries.", 1
"""Perhaps Carlyle's epithets of ""iridescent"" and ""vivid"" refer incidentally to Mrs. Mill's quick perceptiveness, and thus throw a useful light on the mutual advantages of the common work of husband and wife.""", 1
"But it savours almost of impertinence even to attempt to lift the veil on a mystery like this.", 3
"It is enough to say, perhaps, that however much we may deplore the exaggeration of Mill's references to his wife, we recognise that, for whatever reason, the pair lived an ideally happy life.", 1
"It still, however, remains to estimate the extent to which Mrs. Taylor, both before and after her marriage with Mill, made actual contributions to his thoughts and his public work.", 1
"Mill gives us abundant help in this matter in the Autobiography.", 1
"When first he knew her, his thoughts were turning to the subject of Logic.", 1
"But his published work on the subject owed nothing to her, he tells us, in its doctrines.", 1
"It was Mill's custom to write the whole of a book so as to get his general scheme complete, and then laboriously to re-write it in order to perfect the phrases and the composition.", 1
"Doubtless Mrs. Taylor was of considerable help to him as a critic of style.", 1
"But to be a critic of doctrine she was hardly qualified.", 1
"Mill has made some clear admissions on this point.", 1
"""The only actual revolution which has ever taken place in my modes of thinking was already complete,""[2] he says, before her influence became paramount.""", 1
"There is a curiously humble estimate of his own powers (to which Dr. Bain has called attention), which reads at first sight as if it contradicted this.", 1
"So far it would seem that Mill had sat at the feet of his oracle; but observe the highly remarkable exception which is made in the following sentence:--", 1
"And to most men logic and metaphysics may be safely taken as forming a domain in which originality of thought, if it can be honestly professed, is a sufficient title of distinction.", 1
"Mrs. Taylor's assistance in the Political Economy is confined to certain definite points.", 1
"The purely scientific part was, we are assured, not learnt from her.", 1
"The part which is italicised is noticeable.", 1
"Here, as elsewhere, Mill thinks out the matter by himself; the concrete form of the thoughts is suggested or prompted by the wife.", 1
"""Apart from this ""general tone,"" Mill tells us that there was a specific contribution.""", 1
"The chapter which has had a greater influence on opinion than all the rest, that on the Probable Future of the Labouring Classes, is entirely due to her.", 1
"In the first draft of the book that chapter did not exist.", 1
"She pointed out the need of such a chapter, and the extreme imperfection of the book without it; she was the cause of my writing it.", 1
"From this it would appear that she gave Mill that tendency to Socialism which, while it lends a progressive spirit to his speculations on politics, at the same time does not manifestly accord with his earlier advocacy of peasant proprietorships.", 1
"The ideal of individual freedom is not the ideal of Socialism, just as that invocation of governmental aid to which the Socialist resorts is not consistent with the theory of laisser-faire.", 1
"Perhaps a slight visionariness of speculation was no less the attribute of Mrs. Mill than an absence of rigid logical principles.", 3
"Whether this was an instance of her steadying influence,[5] or whether it added one more unassimilated element to Mill's diverse intellectual sustenance, may be wisely left an open question.", 3
"We cannot, however, be wrong in attributing to her the parentage of one book of Mill, The Subjection of Women.", 1
"This was a point on which he had already fallen foul of his father's essay on Government.", 1
"But Mrs. Taylor had actually written on this very point, and the warmth and fervour of Mill's denunciations of women's servitude were unmistakably caught from his wife's view of the practical disabilities entailed by the feminine position.", 1
"Liberty was published in 1859, when the nineteenth century was half over, but in its general spirit and in some of its special tendencies the little tract belongs rather to the standpoint of the eighteenth century than to that which saw its birth.", 1
"In many of his speculations John Stuart Mill forms a sort of connecting link between the doctrines of the earlier English empirical school and those which we associate with the name of Mr. Herbert Spencer.", 1
"In his Logic, for instance, he represents an advance on the theories of Hume, and yet does not see how profoundly the victories of Science modify the conclusions of the earlier thinker.", 1
"Similarly, in his Political Economy, he desires to improve and to enlarge upon Ricardo, and yet does not advance so far as the modifications of political economy by Sociology, indicated by some later--and especially German--speculations on the subject.", 1
"In the tract on Liberty, Mill is advocating the rights of the individual as against Society at the very opening of an era that was rapidly coming to the conclusion that the individual had no absolute rights against Society.", 1
"The eighteenth century view is that individuals existed first, each with their own special claims and responsibilities; that they deliberately formed a Social State, either by a contract or otherwise; and that then finally they limited their own action out of regard for the interests of the social organism thus arbitrarily produced.", 1
"This is hardly the view of the nineteenth century.", 1
"It is possible that logically the individual is prior to the State; historically and in the order of Nature, the State is prior to the individual.", 1
"In other words, such rights as every single personality possesses in a modern world do not belong to him by an original ordinance of Nature, but are slowly acquired in the growth and development of the social state.", 1
"It is not the truth that individual liberties were forfeited by some deliberate act when men made themselves into a Commonwealth.", 1
"But if this is even approximately true, it seriously restricts that liberty of the individual for which Mill pleads.", 1
"The individual has no chance, because he has no rights, against the social organism.", 1
"Society can punish him for acts or even opinions which are anti-social in character.", 1
"His virtue lies in recognising the intimate communion with his fellows.", 1
"His sphere of activity is bounded by the common interest.", 1
"Just as it is an absurd and exploded theory that all men are originally equal, so it is an ancient and false doctrine to protest that a man has an individual liberty to live and think as he chooses in any spirit of antagonism to that larger body of which he forms an insignificant part.", 1
"Nowadays this view of Society and of its development, which we largely owe to the Philosophie Positive of M. Auguste Comte, is so familiar and possibly so damaging to the individual initiative, that it becomes necessary to advance and proclaim the truth which resides in an opposite theory.", 1
"All progress, as we are aware, depends on the joint process of integration and differentiation; synthesis, analysis, and then a larger synthesis seem to form the law of development.", 1
"If it ever comes to pass that Society is tyrannical in its restrictions of the individual, if, as for instance in some forms of Socialism, based on deceptive analogies of Nature's dealings, the type is everything and the individual nothing, it must be confidently urged in answer that the fuller life of the future depends on the manifold activities, even though they may be antagonistic, of the individual.", 1
"Just as our former point of view limited the value of Mill's treatise on Liberty, so these considerations tend to show its eternal importance.", 1
"The omnipotence of Society means a dead level of uniformity.", 1
"So long as individual initiative and effort are recognised as a vital element in English history, so long will Mill's Liberty, which he confesses was based on a suggestion derived from Von Humboldt, remain as an indispensable contribution to the speculations, and also to the health and sanity, of the world.", 1
"What his wife really was to Mill, we shall, perhaps, never know.", 3
"But that she was an actual and vivid force, which roused the latent enthusiasm of his nature, we have abundant evidence.", 1
